"Plot Title: 21504857"
40.807812,-77.873063
"#","Date","Time, GMT-04:00","Temp, °C (LGR S/N: 21504857, SEN S/N: 21504857)","Intensity, Lux (LGR S/N: 21504857, SEN S/N: 21504857)","Coupler Attached (LGR S/N: 21504857)","Host Connected (LGR S/N: 21504857)","Stopped (LGR S/N: 21504857)","End Of File (LGR S/N: 21504857)"
75,10/01/22,06:10:00.0,8.779,0.0,,,,
76,10/01/22,06:15:00.0,8.779,0.0,,,,
77,10/01/22,06:20:00.0,8.779,0.0,,,,
78,10/01/22,06:25:00.0,8.680,0.0,,,,
79,10/01/22,06:30:00.0,8.680,0.0,,,,
80,10/01/22,06:35:00.0,8.779,0.0,,,,
81,10/01/22,06:40:00.0,8.680,0.0,,,,
82,10/01/22,06:45:00.0,8.680,0.0,,,,
83,10/01/22,06:50:00.0,8.680,0.0,,,,
84,10/01/22,06:55:00.0,8.680,53.8,,,,
85,10/01/22,07:00:00.0,8.581,139.9,,,,
86,10/01/22,07:05:00.0,8.581,258.3,,,,
87,10/01/22,07:10:00.0,8.581,419.8,,,,
88,10/01/22,07:15:00.0,8.581,699.7,,,,
89,10/01/22,07:20:00.0,8.382,925.7,,,,
90,10/01/22,07:25:00.0,8.382,1345.5,,,,
91,10/01/22,07:30:00.0,8.581,1980.6,,,,
92,10/01/22,07:35:00.0,8.879,2497.2,,,,
93,10/01/22,07:40:00.0,9.077,2583.4,,,,
94,10/01/22,07:45:00.0,9.176,2669.5,,,,
95,10/01/22,07:50:00.0,9.275,2755.6,,,,
96,10/01/22,07:55:00.0,9.275,3100.0,,,,
97,10/01/22,08:00:00.0,9.373,3616.7,,,,
98,10/01/22,08:05:00.0,9.472,4650.0,,,,
99,10/01/22,08:10:00.0,9.768,7577.8,,,,
100,10/01/22,08:15:00.0,10.161,12400.1,,,,
101,10/01/22,08:20:00.0,10.553,15155.7,,,,
102,10/01/22,08:25:00.0,11.041,23422.4,,,,
103,10/01/22,08:30:00.0,11.722,28933.5,,,,
104,10/01/22,08:35:00.0,12.013,30311.3,,,,
105,10/01/22,08:40:00.0,12.401,31689.1,,,,
106,10/01/22,08:45:00.0,12.401,28933.5,,,,
107,10/01/22,08:50:00.0,12.207,24800.2,,,,
108,10/01/22,08:55:00.0,12.110,22044.6,,,,
109,10/01/22,09:00:00.0,12.013,17911.2,,,,
110,10/01/22,09:05:00.0,11.916,19289.0,,,,
111,10/01/22,09:10:00.0,12.110,24800.2,,,,
112,10/01/22,09:15:00.0,12.883,34444.7,,,,
113,10/01/22,09:20:00.0,13.461,30311.3,,,,
114,10/01/22,09:25:00.0,13.365,28933.5,,,,
115,10/01/22,09:30:00.0,13.942,39955.8,,,,
116,10/01/22,09:35:00.0,14.038,34444.7,,,,
117,10/01/22,09:40:00.0,13.846,34444.7,,,,
118,10/01/22,09:45:00.0,14.038,35822.5,,,,
119,10/01/22,09:50:00.0,14.613,44089.2,,,,
120,10/01/22,09:55:00.0,14.804,39955.8,,,,
121,10/01/22,10:00:00.0,14.996,41333.6,,,,
122,10/01/22,10:05:00.0,15.569,49600.3,,,,
123,10/01/22,10:10:00.0,16.618,52355.9,,,,
124,10/01/22,10:15:00.0,16.523,55111.5,,,,
125,10/01/22,10:20:00.0,17.189,74400.5,,,,
126,10/01/22,10:25:00.0,18.140,68889.3,,,,
127,10/01/22,10:30:00.0,18.996,85422.8,,,,
128,10/01/22,10:35:00.0,19.758,85422.8,,,,
129,10/01/22,10:40:00.0,20.234,99200.7,,,,
130,10/01/22,10:45:00.0,18.236,55111.5,,,,
131,10/01/22,10:50:00.0,16.999,46844.8,,,,
132,10/01/22,10:55:00.0,17.094,66133.8,,,,
133,10/01/22,11:00:00.0,17.570,66133.8,,,,
134,10/01/22,11:05:00.0,17.855,63378.2,,,,
135,10/01/22,11:10:00.0,19.758,88178.4,,,,
136,10/01/22,11:15:00.0,20.424,68889.3,,,,
137,10/01/22,11:20:00.0,19.377,52355.9,,,,
138,10/01/22,11:25:00.0,17.475,41333.6,,,,
139,10/01/22,11:30:00.0,16.618,35822.5,,,,
140,10/01/22,11:35:00.0,16.427,44089.2,,,,
141,10/01/22,11:40:00.0,16.999,52355.9,,,,
142,10/01/22,11:45:00.0,17.950,57867.0,,,,
143,10/01/22,11:50:00.0,18.426,66133.8,,,,
144,10/01/22,11:55:00.0,18.521,63378.2,,,,
145,10/01/22,12:00:00.0,18.140,57867.0,,,,
146,10/01/22,12:05:00.0,18.045,44089.2,,,,
147,10/01/22,12:10:00.0,17.665,44089.2,,,,
148,10/01/22,12:15:00.0,16.808,31689.1,,,,
149,10/01/22,12:20:00.0,16.332,31689.1,,,,
150,10/01/22,12:25:00.0,17.094,52355.9,,,,
151,10/01/22,12:30:00.0,18.331,44089.2,,,,
152,10/01/22,12:35:00.0,17.950,41333.6,,,,
153,10/01/22,12:40:00.0,17.570,34444.7,,,,
154,10/01/22,12:45:00.0,17.760,52355.9,,,,
155,10/01/22,12:50:00.0,16.618,17911.2,,,,
156,10/01/22,12:55:00.0,16.903,49600.3,,,,
157,10/01/22,13:00:00.0,17.284,41333.6,,,,
158,10/01/22,13:05:00.0,17.760,37200.2,,,,
159,10/01/22,13:10:00.0,17.855,44089.2,,,,
160,10/01/22,13:15:00.0,18.806,44089.2,,,,
161,10/01/22,13:20:00.0,18.236,37200.2,,,,
162,10/01/22,13:25:00.0,17.665,34444.7,,,,
163,10/01/22,13:30:00.0,17.284,34444.7,,,,
164,10/01/22,13:35:00.0,16.713,23422.4,,,,
165,10/01/22,13:40:00.0,16.141,14466.8,,,,
166,10/01/22,13:45:00.0,15.855,19977.9,,,,
167,10/01/22,13:50:00.0,15.569,30311.3,,,,
168,10/01/22,13:55:00.0,15.091,39955.8,,,,
169,10/01/22,14:00:00.0,14.230,19289.0,,,,
170,10/01/22,14:05:00.0,13.654,26178.0,,,,
171,10/01/22,14:10:00.0,13.654,18600.1,,,,
172,10/01/22,14:15:00.0,13.076,10677.8,,,,
173,10/01/22,14:20:00.0,12.401,8266.7,,,,
174,10/01/22,14:25:00.0,11.916,5511.1,,,,
175,10/01/22,14:30:00.0,11.334,5338.9,,,,
176,10/01/22,14:35:00.0,10.944,7233.4,,,,
177,10/01/22,14:40:00.0,11.236,10333.4,,,,
178,10/01/22,14:45:00.0,11.236,7233.4,,,,
179,10/01/22,14:50:00.0,11.139,8611.2,,,,
180,10/01/22,14:55:00.0,11.334,10333.4,,,,
181,10/01/22,15:00:00.0,11.625,13089.0,,,,
182,10/01/22,15:05:00.0,11.528,10677.8,,,,
183,10/01/22,15:10:00.0,11.528,13089.0,,,,
184,10/01/22,15:15:00.0,11.625,15844.5,,,,
185,10/01/22,15:20:00.0,11.625,17911.2,,,,
186,10/01/22,15:25:00.0,11.722,16533.4,,,,
187,10/01/22,15:30:00.0,11.819,22044.6,,,,
188,10/01/22,15:35:00.0,11.916,20666.8,,,,
189,10/01/22,15:40:00.0,11.819,18600.1,,,,
190,10/01/22,15:45:00.0,11.625,16533.4,,,,
191,10/01/22,15:50:00.0,11.528,13777.9,,,,
192,10/01/22,15:55:00.0,11.431,10333.4,,,,
193,10/01/22,16:00:00.0,11.236,8611.2,,,,
194,10/01/22,16:05:00.0,11.334,11022.3,,,,
195,10/01/22,16:10:00.0,11.528,11711.2,,,,
196,10/01/22,16:15:00.0,11.625,10677.8,,,,
197,10/01/22,16:20:00.0,11.625,9644.5,,,,
198,10/01/22,16:25:00.0,11.431,8266.7,,,,
199,10/01/22,16:30:00.0,11.431,8611.2,,,,
200,10/01/22,16:35:00.0,11.431,7233.4,,,,
201,10/01/22,16:40:00.0,11.236,5166.7,,,,
202,10/01/22,16:45:00.0,11.236,6200.0,,,,
203,10/01/22,16:50:00.0,11.139,5511.1,,,,
204,10/01/22,16:55:00.0,11.236,5511.1,,,,
205,10/01/22,17:00:00.0,11.236,4994.5,,,,
206,10/01/22,17:05:00.0,11.139,4650.0,,,,
207,10/01/22,17:10:00.0,11.139,3616.7,,,,
208,10/01/22,17:15:00.0,11.139,3616.7,,,,
209,10/01/22,17:20:00.0,11.139,3616.7,,,,
210,10/01/22,17:25:00.0,11.139,3788.9,,,,
211,10/01/22,17:30:00.0,11.236,4477.8,,,,
212,10/01/22,17:35:00.0,11.236,3272.2,,,,
213,10/01/22,17:40:00.0,11.139,2238.9,,,,
214,10/01/22,17:45:00.0,11.041,1377.8,,,,
215,10/01/22,17:50:00.0,11.041,1550.0,,,,
216,10/01/22,17:55:00.0,11.041,1216.3,,,,
217,10/01/22,18:00:00.0,10.944,1205.6,,,,
218,10/01/22,18:05:00.0,10.944,1324.0,,,,
219,10/01/22,18:10:00.0,10.944,1065.6,,,,
220,10/01/22,18:15:00.0,11.041,904.2,,,,
221,10/01/22,18:20:00.0,11.041,785.8,,,,
222,10/01/22,18:25:00.0,11.139,667.4,,,,
223,10/01/22,18:30:00.0,11.139,452.1,,,,
224,10/01/22,18:35:00.0,11.041,398.3,,,,
225,10/01/22,18:40:00.0,11.041,279.9,,,,
226,10/01/22,18:45:00.0,11.041,193.8,,,,
227,10/01/22,18:50:00.0,11.041,96.9,,,,
228,10/01/22,18:55:00.0,10.944,53.8,,,,
229,10/01/22,19:00:00.0,10.944,21.5,,,,
230,10/01/22,19:05:00.0,10.944,10.8,,,,
231,10/01/22,19:10:00.0,10.944,0.0,,,,
232,10/01/22,19:15:00.0,10.944,0.0,,,,
233,10/01/22,19:20:00.0,10.944,0.0,,,,
234,10/01/22,19:25:00.0,11.041,0.0,,,,
235,10/01/22,19:30:00.0,11.041,0.0,,,,
236,10/01/22,19:35:00.0,11.041,0.0,,,,
237,10/01/22,19:40:00.0,11.041,0.0,,,,
238,10/01/22,19:45:00.0,11.041,0.0,,,,
239,10/01/22,19:50:00.0,11.041,0.0,,,,
240,10/01/22,19:55:00.0,11.139,0.0,,,,
241,10/01/22,20:00:00.0,11.139,0.0,,,,
242,10/01/22,20:05:00.0,11.139,0.0,,,,
243,10/01/22,20:10:00.0,11.139,0.0,,,,
244,10/01/22,20:15:00.0,11.139,0.0,,,,
245,10/01/22,20:20:00.0,11.139,0.0,,,,
246,10/01/22,20:25:00.0,11.236,0.0,,,,
247,10/01/22,20:30:00.0,11.236,0.0,,,,
248,10/01/22,20:35:00.0,11.236,0.0,,,,
249,10/01/22,20:40:00.0,11.236,0.0,,,,
250,10/01/22,20:45:00.0,11.236,0.0,,,,
251,10/01/22,20:50:00.0,11.334,0.0,,,,
252,10/01/22,20:55:00.0,11.236,0.0,,,,
253,10/01/22,21:00:00.0,11.334,0.0,,,,
254,10/01/22,21:05:00.0,11.334,0.0,,,,
255,10/01/22,21:10:00.0,11.334,0.0,,,,
256,10/01/22,21:15:00.0,11.334,0.0,,,,
257,10/01/22,21:20:00.0,11.334,0.0,,,,
258,10/01/22,21:25:00.0,11.334,0.0,,,,
259,10/01/22,21:30:00.0,11.334,0.0,,,,
260,10/01/22,21:35:00.0,11.334,0.0,,,,
261,10/01/22,21:40:00.0,11.334,0.0,,,,
262,10/01/22,21:45:00.0,11.334,0.0,,,,
263,10/01/22,21:50:00.0,11.236,0.0,,,,
264,10/01/22,21:55:00.0,11.236,0.0,,,,
265,10/01/22,22:00:00.0,11.236,0.0,,,,
266,10/01/22,22:05:00.0,11.236,0.0,,,,
267,10/01/22,22:10:00.0,11.139,0.0,,,,
268,10/01/22,22:15:00.0,11.139,0.0,,,,
269,10/01/22,22:20:00.0,11.139,0.0,,,,
270,10/01/22,22:25:00.0,11.139,0.0,,,,
271,10/01/22,22:30:00.0,11.139,0.0,,,,
272,10/01/22,22:35:00.0,11.041,0.0,,,,
273,10/01/22,22:40:00.0,11.041,0.0,,,,
274,10/01/22,22:45:00.0,11.041,0.0,,,,
275,10/01/22,22:50:00.0,11.041,0.0,,,,
276,10/01/22,22:55:00.0,11.041,0.0,,,,
277,10/01/22,23:00:00.0,11.041,0.0,,,,
278,10/01/22,23:05:00.0,11.041,0.0,,,,
279,10/01/22,23:10:00.0,11.041,0.0,,,,
280,10/01/22,23:15:00.0,11.041,0.0,,,,
281,10/01/22,23:20:00.0,10.944,0.0,,,,
282,10/01/22,23:25:00.0,10.944,0.0,,,,
283,10/01/22,23:30:00.0,10.944,0.0,,,,
284,10/01/22,23:35:00.0,10.944,0.0,,,,
285,10/01/22,23:40:00.0,10.846,0.0,,,,
286,10/01/22,23:45:00.0,10.846,0.0,,,,
287,10/01/22,23:50:00.0,10.846,0.0,,,,
288,10/01/22,23:55:00.0,10.748,0.0,,,,
289,10/02/22,00:00:00.0,10.651,0.0,,,,
290,10/02/22,00:05:00.0,10.651,0.0,,,,
291,10/02/22,00:10:00.0,10.651,0.0,,,,
292,10/02/22,00:15:00.0,10.651,0.0,,,,
293,10/02/22,00:20:00.0,10.651,0.0,,,,
294,10/02/22,00:25:00.0,10.651,0.0,,,,
295,10/02/22,00:30:00.0,10.553,0.0,,,,
296,10/02/22,00:35:00.0,10.553,0.0,,,,
297,10/02/22,00:40:00.0,10.553,0.0,,,,
298,10/02/22,00:45:00.0,10.553,0.0,,,,
299,10/02/22,00:50:00.0,10.553,0.0,,,,
300,10/02/22,00:55:00.0,10.553,0.0,,,,
301,10/02/22,01:00:00.0,10.553,0.0,,,,
302,10/02/22,01:05:00.0,10.553,0.0,,,,
303,10/02/22,01:10:00.0,10.553,0.0,,,,
304,10/02/22,01:15:00.0,10.553,0.0,,,,
305,10/02/22,01:20:00.0,10.553,0.0,,,,
306,10/02/22,01:25:00.0,10.553,0.0,,,,
307,10/02/22,01:30:00.0,10.455,0.0,,,,
308,10/02/22,01:35:00.0,10.455,0.0,,,,
309,10/02/22,01:40:00.0,10.455,0.0,,,,
310,10/02/22,01:45:00.0,10.455,0.0,,,,
311,10/02/22,01:50:00.0,10.455,0.0,,,,
312,10/02/22,01:55:00.0,10.455,0.0,,,,
313,10/02/22,02:00:00.0,10.455,0.0,,,,
314,10/02/22,02:05:00.0,10.455,0.0,,,,
315,10/02/22,02:10:00.0,10.455,0.0,,,,
316,10/02/22,02:15:00.0,10.455,0.0,,,,
317,10/02/22,02:20:00.0,10.455,0.0,,,,
318,10/02/22,02:25:00.0,10.553,0.0,,,,
319,10/02/22,02:30:00.0,10.553,0.0,,,,
320,10/02/22,02:35:00.0,10.553,0.0,,,,
321,10/02/22,02:40:00.0,10.553,0.0,,,,
322,10/02/22,02:45:00.0,10.553,0.0,,,,
323,10/02/22,02:50:00.0,10.553,0.0,,,,
324,10/02/22,02:55:00.0,10.553,0.0,,,,
325,10/02/22,03:00:00.0,10.553,0.0,,,,
326,10/02/22,03:05:00.0,10.553,0.0,,,,
327,10/02/22,03:10:00.0,10.553,0.0,,,,
328,10/02/22,03:15:00.0,10.553,0.0,,,,
329,10/02/22,03:20:00.0,10.553,0.0,,,,
330,10/02/22,03:25:00.0,10.651,0.0,,,,
331,10/02/22,03:30:00.0,10.651,0.0,,,,
332,10/02/22,03:35:00.0,10.651,0.0,,,,
333,10/02/22,03:40:00.0,10.651,0.0,,,,
334,10/02/22,03:45:00.0,10.651,0.0,,,,
335,10/02/22,03:50:00.0,10.651,0.0,,,,
336,10/02/22,03:55:00.0,10.651,0.0,,,,
337,10/02/22,04:00:00.0,10.651,0.0,,,,
338,10/02/22,04:05:00.0,10.651,0.0,,,,
339,10/02/22,04:10:00.0,10.651,0.0,,,,
340,10/02/22,04:15:00.0,10.651,0.0,,,,
341,10/02/22,04:20:00.0,10.553,0.0,,,,
342,10/02/22,04:25:00.0,10.553,0.0,,,,
343,10/02/22,04:30:00.0,10.553,0.0,,,,
344,10/02/22,04:35:00.0,10.553,0.0,,,,
345,10/02/22,04:40:00.0,10.553,0.0,,,,
346,10/02/22,04:45:00.0,10.553,0.0,,,,
347,10/02/22,04:50:00.0,10.553,0.0,,,,
348,10/02/22,04:55:00.0,10.455,0.0,,,,
349,10/02/22,05:00:00.0,10.455,0.0,,,,
350,10/02/22,05:05:00.0,10.455,0.0,,,,
351,10/02/22,05:10:00.0,10.357,0.0,,,,
352,10/02/22,05:15:00.0,10.357,0.0,,,,
353,10/02/22,05:20:00.0,10.357,0.0,,,,
354,10/02/22,05:25:00.0,10.357,0.0,,,,
355,10/02/22,05:30:00.0,10.259,0.0,,,,
356,10/02/22,05:35:00.0,10.259,0.0,,,,
357,10/02/22,05:40:00.0,10.259,0.0,,,,
358,10/02/22,05:45:00.0,10.259,0.0,,,,
359,10/02/22,05:50:00.0,10.259,0.0,,,,
360,10/02/22,05:55:00.0,10.161,0.0,,,,
361,10/02/22,06:00:00.0,10.161,0.0,,,,
362,10/02/22,06:05:00.0,10.161,0.0,,,,
363,10/02/22,06:10:00.0,10.161,0.0,,,,
364,10/02/22,06:15:00.0,10.161,0.0,,,,
365,10/02/22,06:20:00.0,10.161,0.0,,,,
366,10/02/22,06:25:00.0,10.063,0.0,,,,
367,10/02/22,06:30:00.0,10.063,0.0,,,,
368,10/02/22,06:35:00.0,10.063,0.0,,,,
369,10/02/22,06:40:00.0,10.063,0.0,,,,
370,10/02/22,06:45:00.0,10.063,0.0,,,,
371,10/02/22,06:50:00.0,10.063,0.0,,,,
372,10/02/22,06:55:00.0,10.063,0.0,,,,
373,10/02/22,07:00:00.0,10.063,10.8,,,,
374,10/02/22,07:05:00.0,9.965,53.8,,,,
375,10/02/22,07:10:00.0,9.965,96.9,,,,
376,10/02/22,07:15:00.0,9.965,129.2,,,,
377,10/02/22,07:20:00.0,9.965,183.0,,,,
378,10/02/22,07:25:00.0,9.965,322.9,,,,
379,10/02/22,07:30:00.0,9.965,430.6,,,,
380,10/02/22,07:35:00.0,9.965,570.5,,,,
381,10/02/22,07:40:00.0,9.965,753.5,,,,
382,10/02/22,07:45:00.0,9.965,990.3,,,,
383,10/02/22,07:50:00.0,9.965,1377.8,,,,
384,10/02/22,07:55:00.0,9.965,1463.9,,,,
385,10/02/22,08:00:00.0,10.063,2325.0,,,,
386,10/02/22,08:05:00.0,10.063,2497.2,,,,
387,10/02/22,08:10:00.0,10.063,3100.0,,,,
388,10/02/22,08:15:00.0,10.063,2669.5,,,,
389,10/02/22,08:20:00.0,10.063,3444.5,,,,
390,10/02/22,08:25:00.0,10.063,4305.6,,,,
391,10/02/22,08:30:00.0,10.161,3788.9,,,,
392,10/02/22,08:35:00.0,10.161,4477.8,,,,
393,10/02/22,08:40:00.0,10.161,3961.1,,,,
394,10/02/22,08:45:00.0,10.161,6200.0,,,,
395,10/02/22,08:50:00.0,10.259,7577.8,,,,
396,10/02/22,08:55:00.0,10.357,6200.0,,,,
397,10/02/22,09:00:00.0,10.357,5166.7,,,,
398,10/02/22,09:05:00.0,10.259,5166.7,,,,
399,10/02/22,09:10:00.0,10.259,5166.7,,,,
400,10/02/22,09:15:00.0,10.161,4650.0,,,,
401,10/02/22,09:20:00.0,10.161,4650.0,,,,
402,10/02/22,09:25:00.0,10.063,3272.2,,,,
403,10/02/22,09:30:00.0,10.063,4305.6,,,,
404,10/02/22,09:35:00.0,10.161,6200.0,,,,
405,10/02/22,09:40:00.0,10.161,5166.7,,,,
406,10/02/22,09:45:00.0,10.357,7577.8,,,,
407,10/02/22,09:50:00.0,10.455,7233.4,,,,
408,10/02/22,09:55:00.0,10.455,7577.8,,,,
409,10/02/22,10:00:00.0,10.651,10677.8,,,,
410,10/02/22,10:05:00.0,10.651,9300.1,,,,
411,10/02/22,10:10:00.0,10.553,8266.7,,,,
412,10/02/22,10:15:00.0,10.455,9300.1,,,,
413,10/02/22,10:20:00.0,10.455,7577.8,,,,
414,10/02/22,10:25:00.0,10.553,9644.5,,,,
415,10/02/22,10:30:00.0,10.651,8611.2,,,,
416,10/02/22,10:35:00.0,10.651,11711.2,,,,
417,10/02/22,10:40:00.0,10.944,14466.8,,,,
418,10/02/22,10:45:00.0,11.139,15155.7,,,,
419,10/02/22,10:50:00.0,11.334,17911.2,,,,
420,10/02/22,10:55:00.0,11.625,19977.9,,,,
421,10/02/22,11:00:00.0,11.916,18600.1,,,,
422,10/02/22,11:05:00.0,12.013,18600.1,,,,
423,10/02/22,11:10:00.0,11.916,17222.3,,,,
424,10/02/22,11:15:00.0,11.625,14466.8,,,,
425,10/02/22,11:20:00.0,11.431,11711.2,,,,
426,10/02/22,11:25:00.0,11.139,10677.8,,,,
427,10/02/22,11:30:00.0,11.625,22044.6,,,,
428,10/02/22,11:35:00.0,12.207,24800.2,,,,
429,10/02/22,11:40:00.0,12.497,26178.0,,,,
430,10/02/22,11:45:00.0,12.594,27555.7,,,,
431,10/02/22,11:50:00.0,13.269,34444.7,,,,
432,10/02/22,11:55:00.0,13.558,38578.0,,,,
433,10/02/22,12:00:00.0,14.134,42711.4,,,,
434,10/02/22,12:05:00.0,14.613,46844.8,,,,
435,10/02/22,12:10:00.0,15.187,52355.9,,,,
436,10/02/22,12:15:00.0,15.473,57867.0,,,,
437,10/02/22,12:20:00.0,16.427,63378.2,,,,
438,10/02/22,12:25:00.0,16.713,63378.2,,,,
439,10/02/22,12:30:00.0,16.046,49600.3,,,,
440,10/02/22,12:35:00.0,15.378,44089.2,,,,
441,10/02/22,12:40:00.0,14.900,44089.2,,,,
442,10/02/22,12:45:00.0,15.187,46844.8,,,,
443,10/02/22,12:50:00.0,14.996,44089.2,,,,
444,10/02/22,12:55:00.0,15.282,41333.6,,,,
445,10/02/22,13:00:00.0,15.187,44089.2,,,,
446,10/02/22,13:05:00.0,15.569,52355.9,,,,
447,10/02/22,13:10:00.0,16.046,57867.0,,,,
448,10/02/22,13:15:00.0,16.237,55111.5,,,,
449,10/02/22,13:20:00.0,16.237,52355.9,,,,
450,10/02/22,13:25:00.0,15.951,52355.9,,,,
451,10/02/22,13:30:00.0,16.046,41333.6,,,,
452,10/02/22,13:35:00.0,16.141,52355.9,,,,
453,10/02/22,13:40:00.0,15.951,44089.2,,,,
454,10/02/22,13:45:00.0,15.760,37200.2,,,,
455,10/02/22,13:50:00.0,15.091,30311.3,,,,
456,10/02/22,13:55:00.0,15.187,41333.6,,,,
457,10/02/22,14:00:00.0,15.473,46844.8,,,,
458,10/02/22,14:05:00.0,15.760,44089.2,,,,
459,10/02/22,14:10:00.0,16.141,49600.3,,,,
460,10/02/22,14:15:00.0,16.523,49600.3,,,,
461,10/02/22,14:20:00.0,16.141,46844.8,,,,
462,10/02/22,14:25:00.0,16.141,44089.2,,,,
463,10/02/22,14:30:00.0,15.951,42711.4,,,,
464,10/02/22,14:35:00.0,16.046,46844.8,,,,
465,10/02/22,14:40:00.0,16.332,52355.9,,,,
466,10/02/22,14:45:00.0,16.999,52355.9,,,,
467,10/02/22,14:50:00.0,17.189,49600.3,,,,
468,10/02/22,14:55:00.0,17.094,49600.3,,,,
469,10/02/22,15:00:00.0,17.189,49600.3,,,,
470,10/02/22,15:05:00.0,17.379,52355.9,,,,
471,10/02/22,15:10:00.0,17.475,52355.9,,,,
472,10/02/22,15:15:00.0,17.760,49600.3,,,,
473,10/02/22,15:20:00.0,17.665,49600.3,,,,
474,10/02/22,15:25:00.0,17.665,49600.3,,,,
475,10/02/22,15:30:00.0,17.950,52355.9,,,,
476,10/02/22,15:35:00.0,18.140,52355.9,,,,
477,10/02/22,15:40:00.0,18.521,57867.0,,,,
478,10/02/22,15:45:00.0,18.331,55111.5,,,,
